+-----+------+-------+-----+------+--------+----------+---------------+
| id  | year | month | day | hour | minute | activity | license_plate |
| 357 | 2021 | 7     | 30  | 9    | 12     | entrance | 13FNH73       |
| 358 | 2021 | 7     | 30  | 9    | 17     | entrance | 2729MD0       |
| 359 | 2021 | 7     | 30  | 9    | 18     | entrance | QX4YZN3       |
| 360 | 2021 | 7     | 30  | 9    | 22     | entrance | ET017P4       |
| 361 | 2021 | 7     | 30  | 9    | 23     | entrance | 0WZS77X       |
| 362 | 2021 | 7     | 30  | 9    | 29     | entrance | 878Z799       |
| 363 | 2021 | 7     | 30  | 9    | 33     | entrance | 10I5658       |
| 364 | 2021 | 7     | 30  | 9    | 46     | entrance | 630U2R7       |
| 365 | 2021 | 7     | 30  | 9    | 48     | entrance | 4468KVT       |
| 366 | 2021 | 7     | 30  | 9    | 50     | entrance | 3JC5R39       |
| 367 | 2021 | 7     | 30  | 9    | 52     | entrance | 608027W       |
| 368 | 2021 | 7     | 30  | 9    | 56     | entrance | 11J91FW       |
| 369 | 2021 | 7     | 30  | 10   | 0      | entrance | C4559Y9       |
| 370 | 2021 | 7     | 30  | 10   | 3      | entrance | 8666X39       |
| 371 | 2021 | 7     | 30  | 10   | 6      | entrance | SF5001S       |
| 372 | 2021 | 7     | 30  | 10   | 8      | entrance | 5VFD6G0       |
| 373 | 2021 | 7     | 30  | 10   | 19     | entrance | P14PE2Q       |
| 374 | 2021 | 7     | 30  | 10   | 19     | entrance | 1M92998       |
| 375 | 2021 | 7     | 30  | 10   | 54     | entrance | FLFN3W0       |
| 376 | 2021 | 7     | 30  | 11   | 0      | entrance | 2BDU20B       |
| 377 | 2021 | 7     | 30  | 11   | 5      | entrance | XE95071       |
| 378 | 2021 | 7     | 30  | 11   | 8      | entrance | VWJ25E5       |
| 379 | 2021 | 7     | 30  | 11   | 14     | entrance | 9XPY28H       |
| 380 | 2021 | 7     | 30  | 11   | 19     | entrance | L605IHS       |
| 381 | 2021 | 7     | 30  | 11   | 36     | entrance | 130LD9Z       |
| 382 | 2021 | 7     | 30  | 11   | 44     | entrance | 43V0R5D       |
| 383 | 2021 | 7     | 30  | 11   | 44     | entrance | Q98UB5W       |
| 384 | 2021 | 7     | 30  | 11   | 51     | entrance | 64I1286       |
| 385 | 2021 | 7     | 30  | 11   | 54     | entrance | 5209A97       |
| 386 | 2021 | 7     | 30  | 12   | 10     | entrance | 7Z8B130       |
| 387 | 2021 | 7     | 30  | 12   | 12     | entrance | I449449       |
| 388 | 2021 | 7     | 30  | 12   | 12     | entrance | IH61GO8       |
| 389 | 2021 | 7     | 30  | 12   | 18     | entrance | SS458D7       |
| 390 | 2021 | 7     | 30  | 12   | 24     | entrance | HXA8903       |
| 391 | 2021 | 7     | 30  | 12   | 31     | entrance | D965M59       |
| 392 | 2021 | 7     | 30  | 12   | 35     | entrance | 4ZY7I8T       |
| 393 | 2021 | 7     | 30  | 12   | 36     | entrance | 30G67EN       |
| 394 | 2021 | 7     | 30  | 12   | 46     | entrance | 3N39WQN       |
| 395 | 2021 | 7     | 30  | 12   | 47     | entrance | 8P9NEU9       |
| 396 | 2021 | 7     | 30  | 12   | 48     | entrance | HW0488P       |
| 397 | 2021 | 7     | 30  | 12   | 54     | entrance | P743G7C       |
| 398 | 2021 | 7     | 30  | 12   | 55     | entrance | M51FA04       |
| 399 | 2021 | 7     | 30  | 13   | 6      | exit     | 608027W       |
| 400 | 2021 | 7     | 30  | 13   | 36     | exit     | 8P9NEU9       |
| 401 | 2021 | 7     | 30  | 13   | 53     | exit     | VWJ25E5       |
| 402 | 2021 | 7     | 30  | 13   | 55     | exit     | C4559Y9       |
| 403 | 2021 | 7     | 30  | 13   | 56     | exit     | 878Z799       |
| 404 | 2021 | 7     | 30  | 14   | 1      | exit     | ET017P4       |
| 405 | 2021 | 7     | 30  | 14   | 7      | exit     | 2BDU20B       |
| 406 | 2021 | 7     | 30  | 14   | 10     | exit     | 594IBK6       |
| 407 | 2021 | 7     | 30  | 14   | 18     | exit     | P14PE2Q       |
| 408 | 2021 | 7     | 30  | 14   | 33     | exit     | L68E5I0       |
| 409 | 2021 | 7     | 30  | 14   | 34     | exit     | SF5001S       |
| 410 | 2021 | 7     | 30  | 14   | 34     | exit     | FLFN3W0       |
| 411 | 2021 | 7     | 30  | 14   | 35     | exit     | L605IHS       |
| 412 | 2021 | 7     | 30  | 14   | 39     | exit     | IH61GO8       |
| 413 | 2021 | 7     | 30  | 14   | 58     | exit     | 10I5658       |
| 414 | 2021 | 7     | 30  | 15   | 12     | exit     | Q98UB5W       |
| 415 | 2021 | 7     | 30  | 15   | 27     | exit     | 84869TJ       |
| 416 | 2021 | 7     | 30  | 15   | 36     | exit     | D965M59       |
| 417 | 2021 | 7     | 30  | 15   | 37     | exit     | HW0488P       |
| 418 | 2021 | 7     | 30  | 15   | 39     | exit     | 4ZY7I8T       |
| 419 | 2021 | 7     | 30  | 15   | 45     | exit     | 47592FJ       |
| 420 | 2021 | 7     | 30  | 16   | 5      | exit     | 13FNH73       |
| 421 | 2021 | 7     | 30  | 16   | 10     | exit     | 8666X39       |
| 422 | 2021 | 7     | 30  | 16   | 10     | exit     | SS458D7       |
| 423 | 2021 | 7     | 30  | 16   | 13     | exit     | 1M92998       |
| 424 | 2021 | 7     | 30  | 16   | 15     | exit     | 3JC5R39       |
| 425 | 2021 | 7     | 30  | 16   | 20     | exit     | 130LD9Z       |
| 426 | 2021 | 7     | 30  | 16   | 23     | exit     | 11J91FW       |
| 427 | 2021 | 7     | 30  | 16   | 23     | exit     | PF37ZVK       |
| 428 | 2021 | 7     | 30  | 16   | 27     | exit     | 5209A97       |
| 429 | 2021 | 7     | 30  | 16   | 49     | exit     | HXA8903       |
| 430 | 2021 | 7     | 30  | 17   | 1      | exit     | 9XPY28H       |
| 431 | 2021 | 7     | 30  | 17   | 7      | exit     | 3N39WQN       |
| 432 | 2021 | 7     | 30  | 17   | 12     | exit     | 30G67EN       |
| 433 | 2021 | 7     | 30  | 17   | 27     | exit     | HN8I106       |
| 434 | 2021 | 7     | 30  | 17   | 32     | exit     | 0WZS77X       |
| 435 | 2021 | 7     | 30  | 17   | 39     | exit     | 7Z8B130       |
| 436 | 2021 | 7     | 30  | 17   | 55     | exit     | R3G7486       |
| 437 | 2021 | 7     | 30  | 17   | 56     | exit     | 4468KVT       |
| 438 | 2021 | 7     | 30  | 18   | 5      | exit     | XE95071       |
| 439 | 2021 | 7     | 30  | 18   | 7      | exit     | M51FA04       |
| 440 | 2021 | 7     | 30  | 18   | 15     | exit     | O7JQ1SA       |
| 441 | 2021 | 7     | 30  | 18   | 19     | exit     | 64I1286       |
| 442 | 2021 | 7     | 30  | 18   | 24     | exit     | 5VFD6G0       |
| 443 | 2021 | 7     | 30  | 18   | 30     | exit     | 43V0R5D       |
| 444 | 2021 | 7     | 30  | 18   | 33     | exit     | I449449       |
| 445 | 2021 | 7     | 30  | 18   | 35     | exit     | 630U2R7       |
| 446 | 2021 | 7     | 30  | 18   | 46     | exit     | QX4YZN3       |
| 447 | 2021 | 7     | 30  | 18   | 57     | exit     | 2729MD0       |
| 448 | 2021 | 7     | 30  | 18   | 57     | exit     | P743G7C       |
| 449 | 2021 | 7     | 31  | 8    | 4      | entrance | 1M92998       |
| 450 | 2021 | 7     | 31  | 8    | 8      | entrance | XE95071       |
| 451 | 2021 | 7     | 31  | 8    | 14     | entrance | PF37ZVK       |
| 452 | 2021 | 7     | 31  | 8    | 17     | entrance | 8P9NEU9       |
| 453 | 2021 | 7     | 31  | 8    | 19     | entrance | ET017P4       |
| 454 | 2021 | 7     | 31  | 8    | 23     | entrance | 84869TJ       |
| 455 | 2021 | 7     | 31  | 8    | 26     | entrance | 11J91FW       |
| 456 | 2021 | 7     | 31  | 8    | 26     | entrance | 4ZY7I8T       |
| 457 | 2021 | 7     | 31  | 8    | 28     | entrance | P14PE2Q       |
| 458 | 2021 | 7     | 31  | 8    | 42     | entrance | IH61GO8       |
| 459 | 2021 | 7     | 31  | 10   | 15     | exit     | 11J91FW       |
| 460 | 2021 | 7     | 31  | 10   | 16     | exit     | PF37ZVK       |
| 461 | 2021 | 7     | 31  | 10   | 20     | exit     | 1M92998       |
| 462 | 2021 | 7     | 31  | 10   | 21     | exit     | XE95071       |
| 463 | 2021 | 7     | 31  | 10   | 24     | exit     | IH61GO8       |
| 464 | 2021 | 7     | 31  | 10   | 25     | exit     | 8P9NEU9       |
| 465 | 2021 | 7     | 31  | 10   | 26     | exit     | ET017P4       |
| 466 | 2021 | 7     | 31  | 10   | 29     | exit     | 4ZY7I8T       |
| 467 | 2021 | 7     | 31  | 10   | 34     | exit     | P14PE2Q       |
| 468 | 2021 | 7     | 31  | 10   | 35     | exit     | 84869TJ       |
+-----+------+-------+-----+------+--------+----------+---------------+
